"","case_id","year2020","continuous_treat","binary_treat","withdraw_school","agri_hours_worked","cereal_consump","roots_consump","nuts_consump","vegetables_consump","meatfish_consump","fruit_consump","milk_consump","fats_consump","sugar_consump","spices_consump","days_ate","religion","own_nonagri_business","perception_food","perception_housing","perception_clothing","perception_healthcare","floods","urban","district","sdate","smonth","syear","poor","upoor","real_annual_consump","real_annual_consump_pc","health_consump","drugs_consump","outpatient_consump","hospitalization_consump","lat","lon","dist_road","dist_popcenter","wetness_index","annual_mean_temp","annual_precipitation","popdensity","ill_2wks","cant_feed_fam"
"261","303065830068",0,0,0,0,43,3,1,2,7,3,2,7,7,7,7,7,"christianity",1,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,"rural","Zomba Non-City",22,"October",2016,0,0,699869.5,139973.90625,0,0,0,0,-15.253792,35.256139,9,16,13,223,1125,150,0,0
"262","303065830095",0,0,0,0,12,7,0,2,3,3,2,2,3,5,7,6.57142857142857,"islam",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",1,"rural","Zomba Non-City",24,"October",2016,0,0,1184401.25,169200.171875,0,0,0,0,-15.253792,35.256139,10,16,13,225,1112,150,1,1
"263","303065830110",0,0,0,0,12,7,2,0,5,2,7,0,7,7,7,7,"islam",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,"rural","Zomba Non-City",26,"October",2016,0,0,269394.3125,269394.3125,2810.16625976562,0,2810.16625976562,0,-15.253792,35.256139,10,16,18,227,1102,150,1,1
"264","303065830123",0,0,0,0,58,7,1,2,7,3,7,0,7,0,7,6.33333333333333,"islam",0,"It was just adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was just adequate for household needs",0,"rural","Zomba Non-City",24,"October",2016,0,0,1471716.625,163524.0625,782.831970214844,782.831970214844,0,0,-15.253792,35.256139,9,16,17,225,1112,150,1,1
"265","303065830150",0,0,0,0,77,7,0,7,7,7,7,0,7,7,7,6.125,"islam",0,"It was less than adequate for household needs","It was just adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs",1,"rural","Zomba Non-City",24,"October",2016,0,0,1159775.125,144971.890625,123948.40625,19570.80078125,104377.6015625,0,-15.253792,35.256139,9,16,13,225,1112,150,1,1
"266","303065830178",0,0,0,0,0,7,1,1,4,2,5,0,4,5,7,7,"islam",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs",0,"rural","Zomba Non-City",25,"October",2016,0,0,899374.8125,149895.796875,15054.4609375,0,4014.52294921875,11039.9384765625,-15.253792,35.256139,9,16,13,225,1110,150,1,1
"267","303065830191",0,0,0,0,20,5,0,0,7,0,7,0,0,0,7,4.66666666666667,"islam",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was just adequate for household needs",0,"rural","Zomba Non-City",25,"October",2016,1,0,390292.40625,130097.46875,40044.8671875,0,37836.87890625,2207.98779296875,-15.253792,35.256139,9,17,12,227,1097,350,1,1
"268","303065830205",0,0,0,0,63,7,5,2,4,1,7,0,7,7,7,6,"islam",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,"rural","Zomba Non-City",22,"October",2016,1,0,912846.875,130406.6953125,0,0,0,0,-15.253792,35.256139,9,17,20,227,1097,350,0,1
"269","303065830232",0,0,0,1,64,7,0,0,7,4,7,0,2,0,7,5.6,"islam",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,"rural","Zomba Non-City",25,"October",2016,1,0,617151.875,123430.375,5218.8798828125,5218.8798828125,0,0,-15.253792,35.256139,10,16,13,227,1090,350,1,1
"270","303065830245",0,0,0,0,41,7,2,4,6,1,4,0,3,0,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,"rural","Zomba Non-City",24,"October",2016,0,0,340244.78125,170122.390625,0,0,0,0,-15.253792,35.256139,10,16,13,227,1102,150,1,1
"271","303065830259",0,0,0,1,6,7,2,3,7,3,7,0,3,1,7,4.66666666666667,"islam",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,"rural","Zomba Non-City",26,"October",2016,0,0,901082.375,300360.78125,62626.5625,6523.60009765625,56102.9609375,0,-15.253792,35.256139,9,16,18,227,1097,350,1,1
"272","303065830286",0,0,0,0,52,7,0,2,7,4,5,0,4,3,3,7,"islam",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,"rural","Zomba Non-City",25,"October",2016,0,0,584149.8125,146037.453125,0,0,0,0,-15.253792,35.256139,10,15,12,227,1102,150,1,1
"273","303065840019",0,0,0,0,26,7,0,1,6,1,0,0,2,1,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,"rural","Zomba Non-City",10,"April",2017,1,0,349100.875,87275.21875,0,0,0,0,-15.289466,35.201186,16,18,13,232,1050,250,0,1
"274","303065840040",0,0,0,0,16,7,0,3,5,2,0,0,6,0,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,"rural","Zomba Non-City",11,"April",2017,1,1,452767.625,75461.2734375,0,0,0,0,-15.289466,35.201186,17,17,13,232,1050,250,0,1
"275","303065840062",0,0,0,0,14,7,0,3,4,3,2,0,0,0,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",1,"rural","Zomba Non-City",12,"April",2017,0,0,343617.21875,171808.609375,0,0,0,0,-15.289466,35.201186,16,17,12,232,1057,250,1,1
"276","303065840083",0,0,0,0,0,7,0,3,3,0,0,0,0,0,7,7,"christianity",0,"It was less than adequate for household needs","It was just adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs",0,"rural","Zomba Non-City",12,"April",2017,1,0,530676.375,88446.0625,0,0,0,0,-15.289466,35.201186,17,17,13,232,1050,250,1,1
"277","303065840105",0,0,0,1,33,7,0,3,7,1,3,0,0,0,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,"rural","Zomba Non-City",12,"April",2017,1,1,713879,71387.8984375,0,0,0,0,-15.289466,35.201186,17,18,12,234,1040,350,0,1
"278","303065840126",0,0,0,0,50,7,3,7,5,2,2,0,7,0,6,7,"christianity",0,"It was just adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs","It was just adequate for household needs",0,"rural","Zomba Non-City",11,"April",2017,1,1,441626.71875,55203.33984375,0,0,0,0,-15.289466,35.201186,17,16,14,232,1059,250,1,1
"279","303065840148",0,0,0,0,35,7,0,3,4,2,0,0,0,0,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,"rural","Zomba Non-City",10,"April",2017,1,0,505639.53125,101127.90625,7158.36572265625,7158.36572265625,0,0,-15.289466,35.201186,17,16,13,232,1059,250,1,1
"280","303065840170",0,0,0,0,0,7,0,2,3,2,0,0,0,0,7,3.5,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,"rural","Zomba Non-City",11,"April",2017,0,0,326086.84375,163043.421875,23427.37890625,23427.37890625,0,0,-15.289466,35.201186,17,16,13,232,1059,250,1,1
"281","303065840191",0,0,0,0,14,7,0,3,7,1,0,0,4,0,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,"rural","Zomba Non-City",11,"April",2017,1,1,338727.71875,84681.9296875,0,0,0,0,-15.289466,35.201186,17,17,14,232,1059,250,0,1
"282","303065840213",0,0,0,0,17,7,0,4,5,3,0,0,5,4,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was just adequate for household needs",1,"rural","Zomba Non-City",12,"April",2017,1,0,403555.9375,134518.640625,0,0,0,0,-15.289466,35.201186,16,16,13,231,1063,250,0,1
"283","303065840234",0,0,0,1,0,7,2,5,4,2,0,0,0,0,6,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,"rural","Zomba Non-City",12,"April",2017,1,0,331368.78125,110456.2578125,2603.0419921875,2603.0419921875,0,0,-15.289466,35.201186,17,17,15,232,1059,250,1,1
"284","303065840256",0,0,0,1,0,7,3,3,7,4,2,0,7,3,7,7,"islam",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,"rural","Zomba Non-City",10,"April",2017,0,0,1099155.25,219831.046875,11062.9287109375,11062.9287109375,0,0,-15.289466,35.201186,17,17,13,232,1056,250,1,1
"285","303065840277",0,0,0,0,0,7,0,0,5,3,0,0,7,0,6,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,"rural","Zomba Non-City",10,"April",2017,1,1,533675.1875,76239.3125,0,0,0,0,-15.289466,35.201186,18,18,13,233,1047,250,1,1
"286","303065840299",0,0,0,0,7,7,2,2,7,1,1,0,5,3,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,"rural","Zomba Non-City",11,"April",2017,0,0,485641.25,161880.421875,0,0,0,0,-15.289466,35.201186,17,17,13,232,1056,250,0,1
"287","303065840321",0,0,0,0,15,7,2,3,5,2,0,0,5,3,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,"rural","Zomba Non-City",10,"April",2017,0,0,348601.75,174300.875,650.760498046875,650.760498046875,0,0,-15.289466,35.201186,18,17,13,232,1052,450,1,1
"288","303065840342",0,0,0,0,0,7,0,0,3,0,0,0,0,1,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,"rural","Zomba Non-City",11,"April",2017,1,0,444752.0625,88950.4140625,780.912658691406,780.912658691406,0,0,-15.289466,35.201186,17,17,13,232,1056,250,1,1
"289","303065850012",0,1,1,0,10,7,0,3,6,3,2,0,7,7,7,7,"christianity",0,"It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs",0,"rural","Zomba Non-City",30,"May",2016,0,0,964072.875,241018.21875,7561.13134765625,7561.13134765625,0,0,-15.388404,35.198928,14,14,13,230,1068,150,1,1
"290","303065850024",0,1,1,0,0,7,3,4,6,3,1,0,0,6,7,7,"islam",0,"It was just adequate for household needs","It was less than adequate for household needs","It was just adequate for household needs","It was just adequate for household needs",0,"rural","Zomba Non-City",31,"May",2016,0,0,615938.1875,205312.734375,4620.69140625,4620.69140625,0,0,-15.388404,35.198928,15,15,15,230,1068,150,1,1
"291","303065850050",0,1,1,0,28,5,0,2,4,0,1,0,0,1,5,5.66666666666667,"islam",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,"rural","Zomba Non-City",2,"June",2016,1,1,220321.53125,73440.5078125,0,0,0,0,-15.388404,35.198928,15,15,13,231,1062,250,1,1
"292","303065850074",0,1,1,0,60,7,1,1,4,0,2,0,2,2,7,7,"islam",0,"It was more than adequate for household needs","It was more than adequate for household needs","It was more than adequate for household needs","It was just adequate for household needs",0,"rural","Zomba Non-City",2,"June",2016,1,0,713653.5625,89206.6953125,23942.74609375,23942.74609375,0,0,-15.388404,35.198928,15,15,13,231,1062,250,0,1
"293","303065850086",0,1,1,0,21,7,2,4,4,1,0,0,7,4,7,7,"christianity",0,"It was more than adequate for household needs","It was less than adequate for household needs","It was more than adequate for household needs","It was more than adequate for household needs",1,"rural","Zomba Non-City",1,"June",2016,1,1,679995.125,84999.390625,17786.0390625,17786.0390625,0,0,-15.388404,35.198928,15,15,14,231,1062,250,1,1
"294","303065850100",0,1,1,0,0,7,3,3,4,2,0,0,5,6,7,7,"islam",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,"rural","Zomba Non-City",2,"June",2016,0,0,664385.9375,221461.984375,1368.15686035156,1368.15686035156,0,0,-15.388404,35.198928,15,16,13,231,1059,350,0,0
"295","303065850112",0,1,1,1,56,7,2,1,3,3,0,0,4,3,7,6.5,"christianity",0,"It was more than adequate for household needs","It was just adequate for household needs","It was more than adequate for household needs","It was more than adequate for household needs",1,"rural","Zomba Non-City",31,"May",2016,1,0,910693.3125,113836.6640625,59508.90625,38505.76171875,21003.142578125,0,-15.388404,35.198928,14,15,14,230,1065,250,1,1
"296","303065850124",0,1,1,0,8,7,3,4,1,0,2,0,1,0,7,7,"islam",0,"It was more than adequate for household needs","It was more than adequate for household needs","It was more than adequate for household needs","It was more than adequate for household needs",1,"rural","Zomba Non-City",30,"May",2016,0,0,663983.6875,165995.921875,8401.2568359375,8401.2568359375,0,0,-15.388404,35.198928,14,14,22,230,1070,350,1,1
"297","303065850136",0,1,1,1,44,7,2,7,3,1,0,0,1,3,7,7,"islam",0,"It was less than adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",1,"rural","Zomba Non-City",1,"June",2016,1,0,880999.5,88099.953125,12723.859375,12723.859375,0,0,-15.388404,35.198928,14,15,13,230,1065,250,1,1
"298","303065850149",0,1,1,0,12,7,6,4,5,5,0,0,4,4,7,7,"islam",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,"rural","Zomba Non-City",1,"June",2016,0,0,699250.8125,174812.703125,1368.15686035156,1368.15686035156,0,0,-15.388404,35.198928,14,15,13,230,1065,250,0,1
"299","303065850162",0,1,1,0,2,7,1,6,4,2,0,0,2,7,7,7,"christianity",0,"It was just adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,"rural","Zomba Non-City",31,"May",2016,1,0,429690.6875,85938.140625,420.062866210938,420.062866210938,0,0,-15.388404,35.198928,14,16,14,230,1063,250,0,1
"300","303065850174",0,1,1,0,0,7,3,4,5,1,2,3,5,4,7,7,"christianity",1,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,"rural","Zomba Non-City",30,"May",2016,0,0,786458,262152.65625,57677.86328125,20303.0390625,35005.23828125,2369.58544921875,-15.388404,35.198928,14,15,14,230,1063,250,1,1
"301","303065850186",0,1,1,0,0,7,0,4,3,0,0,0,0,1,7,2,"islam",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,"rural","Zomba Non-City",2,"June",2016,1,1,307578.96875,43939.8515625,9577.0986328125,9577.0986328125,0,0,-15.388404,35.198928,15,17,13,230,1059,150,0,1
"302","303065850210",0,1,1,0,0,4,2,2,3,2,2,1,3,1,4,5,"islam",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was just adequate for household needs",0,"rural","Zomba Non-City",30,"May",2016,0,0,428494.71875,428494.71875,12655.740234375,9101.3623046875,0,3554.37817382812,-15.388404,35.198928,13,14,14,229,1072,350,1,1
"303","303065850234",0,1,1,1,63,7,2,3,4,2,7,0,3,3,7,5,"islam",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",1,"rural","Zomba Non-City",31,"May",2016,0,0,1897665.625,271095.09375,49330.45703125,15402.3046875,30804.609375,3123.54443359375,-15.388404,35.198928,15,15,14,231,1062,250,1,1
"304","303065850258",0,1,1,0,0,7,2,1,3,0,1,0,1,1,3,5,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,"rural","Zomba Non-City",31,"May",2016,1,0,195885.984375,97942.9921875,0,0,0,0,-15.388404,35.198928,14,15,17,231,1062,250,1,1
"305","303065860020",0,0,0,1,50,7,4,2,1,2,1,0,1,1,7,5.25,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",1,"rural","Zomba Non-City",15,"March",2017,1,0,435922.625,108980.65625,25765.951171875,25765.951171875,0,0,-15.419415,35.140775,10,18,12,225,1079,350,1,1
"306","303065860045",0,0,0,0,0,7,0,2,5,2,0,0,6,0,7,7,"christianity",0,"It was less than adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,"rural","Zomba Non-City",15,"March",2017,0,0,288856.1875,288856.1875,0,0,0,0,-15.419415,35.140775,10,17,15,224,1086,250,0,1
"307","303065860071",0,0,0,1,12,7,0,1,7,3,0,0,3,2,7,7,"islam",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,"rural","Zomba Non-City",15,"March",2017,1,0,402696.90625,100674.2265625,0,0,0,0,-15.419415,35.140775,10,18,15,228,1068,350,0,1
"308","303065860122",0,0,0,1,103,7,0,1,2,0,2,0,0,0,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",1,"rural","Zomba Non-City",14,"March",2017,1,1,306437.59375,43776.80078125,0,0,0,0,-15.419415,35.140775,12,21,12,224,1069,350,1,1
"309","303065860127",0,0,0,0,25,7,0,3,5,3,2,0,5,0,7,7,"christianity",0,"It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs",1,"rural","Zomba Non-City",16,"March",2017,1,0,368584.9375,92146.234375,0,0,0,0,-15.419415,35.140775,12,21,12,224,1069,350,0,0
"310","303065860148",0,0,0,0,24,7,0,2,5,3,0,0,0,0,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,"rural","Zomba Non-City",14,"March",2017,1,0,596528.8125,99421.46875,2453.90014648438,2453.90014648438,0,0,-15.419415,35.140775,11,20,13,224,1071,250,1,1
"311","303065860174",0,0,0,0,24,7,0,3,7,2,0,0,5,0,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,"rural","Zomba Non-City",14,"March",2017,1,0,456661.0625,114165.265625,0,0,0,0,-15.419415,35.140775,12,20,13,230,1052,350,0,1
"312","303065860209",0,0,0,1,10,7,0,1,7,2,0,0,5,1,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,"rural","Zomba Non-City",16,"March",2017,1,0,351326.28125,117108.7578125,0,0,0,0,-15.419415,35.140775,12,19,13,230,1053,350,0,1
"313","303065860225",0,0,0,1,49,7,2,2,2,0,2,0,3,1,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,"rural","Zomba Non-City",16,"March",2017,1,0,522213.46875,130553.3671875,29258.041015625,24539.001953125,0,4719.03857421875,-15.419415,35.140775,12,19,13,231,1051,150,1,1
"314","303065860251",0,0,0,0,18,7,0,3,7,1,3,0,5,0,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,"rural","Zomba Non-City",16,"March",2017,0,0,498382.59375,166127.53125,10287.5048828125,7361.70068359375,0,2925.80395507812,-15.419415,35.140775,12,18,12,230,1057,150,1,1
"315","303065860276",0,0,0,0,10,7,0,0,7,1,0,0,0,0,7,7,"islam",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,"rural","Zomba Non-City",16,"March",2017,1,0,258984.25,86328.0859375,0,0,0,0,-15.419415,35.140775,12,19,13,230,1060,250,0,0
"316","303065860291",0,0,0,1,20,7,0,3,7,4,0,0,0,5,7,7,"christianity",0,"It was less than adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs","It was just adequate for household needs",0,"rural","Zomba Non-City",16,"March",2017,1,0,735830.25,122638.375,33851.55078125,33851.55078125,0,0,-15.419415,35.140775,11,18,12,229,1064,150,1,1
"317","303065860302",0,0,0,0,25,7,0,5,4,2,5,0,5,0,7,7,"islam",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,"rural","Zomba Non-City",15,"March",2017,0,0,575349.8125,143837.453125,7975.17529296875,7975.17529296875,0,0,-15.419415,35.140775,11,18,17,230,1060,250,1,1
"318","303065860328",0,0,0,0,22,7,2,2,2,1,2,0,5,7,7,7,"christianity",0,"It was just adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,"rural","Zomba Non-City",15,"March",2017,1,0,376412.75,125470.9140625,0,0,0,0,-15.419415,35.140775,12,19,14,230,1053,350,0,1
"319","303065860353",0,0,0,0,0,7,0,1,2,3,2,0,0,0,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,"rural","Zomba Non-City",15,"March",2017,0,0,713659.75,237886.578125,0,0,0,0,-15.419415,35.140775,10,18,12,228,1068,350,0,1
"320","303065860405",0,0,0,0,13,7,0,4,4,1,0,0,6,0,7,7,"christianity",0,"It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs",1,"rural","Zomba Non-City",14,"March",2017,1,0,394958.0625,98739.515625,0,0,0,0,-15.419415,35.140775,12,19,13,230,1053,350,0,0
"321","303065870005",0,0,0,1,22,7,1,2,3,1,7,0,2,4,7,7,"christianity",0,"It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs",0,"rural","Zomba Non-City",22,"December",2016,0,0,900215.8125,300071.9375,35315.58984375,8639.029296875,24682.94140625,1993.62219238281,-15.471926,35.227714,1,15,13,206,1154,150,1,0
"322","303065870010",0,0,0,1,49,7,1,1,7,2,7,0,2,0,7,7,"christianity",0,"It was less than adequate for household needs","It was more than adequate for household needs","It was less than adequate for household needs","It was just adequate for household needs",0,"rural","Zomba Non-City",20,"December",2016,1,1,428785.9375,61255.1328125,66026.8671875,10490.25,55536.6171875,0,-15.471926,35.227714,1,15,13,206,1154,150,1,1
"323","303065870015",0,0,0,1,25,7,0,2,7,3,7,0,0,3,7,5,"christianity",0,"It was less than adequate for household needs","It was just adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs",1,"rural","Zomba Non-City",21,"December",2016,1,0,602536.4375,100422.7421875,617.073547363281,617.073547363281,0,0,-15.471926,35.227714,2,4,12,211,1285,1500,1,1
"324","303065870021",0,0,0,0,14,7,1,3,6,3,5,0,6,7,7,4.66666666666667,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,"rural","Zomba Non-City",23,"December",2016,0,0,675333.0625,225111.015625,863.902954101562,863.902954101562,0,0,-15.471926,35.227714,1,15,14,206,1154,150,0,1
"325","303065870026",0,0,0,1,4,4,0,0,3,2,7,0,0,0,3,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was just adequate for household needs",0,"rural","Zomba Non-City",23,"December",2016,1,1,165882.5625,33176.51171875,0,0,0,0,-15.471926,35.227714,1,15,13,206,1153,150,1,1
"326","303065870031",0,0,0,0,72,7,0,4,3,0,7,0,5,0,7,5,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,"rural","Zomba Non-City",20,"December",2016,1,1,391393.375,78278.671875,740.488220214844,740.488220214844,0,0,-15.471926,35.227714,1,15,14,206,1154,150,1,1
"327","303065870036",0,0,0,1,27,5,0,5,7,2,7,0,3,2,7,5.8,"islam",1,"It was less than adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",1,"rural","Zomba Non-City",23,"December",2016,0,0,696202.75,139240.546875,0,0,0,0,-15.471926,35.227714,1,15,12,206,1154,150,1,0
"328","303065870047",0,0,0,1,14,7,0,3,4,0,4,1,0,0,7,3.33333333333333,"christianity",0,"It was just adequate for household needs","It was less than adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs",0,"rural","Zomba Non-City",21,"December",2016,1,1,233503.84375,77834.6171875,0,0,0,0,-15.471926,35.227714,1,15,12,206,1153,150,1,0
"329","303065870052",0,0,0,1,37,7,0,7,5,3,7,3,7,7,7,4,"christianity",0,"It was just adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,"rural","Zomba Non-City",22,"December",2016,0,0,1317018,439006,114775.6796875,28385.3828125,86390.296875,0,-15.471926,35.227714,1,15,12,206,1154,150,1,1
"330","303065870057",0,0,0,0,50,7,0,4,5,3,6,0,7,0,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,"rural","Zomba Non-City",21,"December",2016,1,0,657402.75,109567.125,1851.22058105469,1851.22058105469,0,0,-15.471926,35.227714,2,15,13,206,1153,150,1,1
"331","303065870068",0,0,0,0,60,7,0,4,5,3,5,0,7,7,7,6,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,"rural","Zomba Non-City",21,"December",2016,1,0,827901,118271.5703125,3730.92138671875,1357.56176757812,0,2373.35961914062,-15.471926,35.227714,1,14,13,206,1153,150,1,1
"332","303065870073",0,0,0,0,67,7,2,4,6,2,7,0,0,0,7,5.83333333333333,"islam",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,"rural","Zomba Non-City",20,"December",2016,1,0,742490,123748.3359375,4196.10009765625,4196.10009765625,0,0,-15.471926,35.227714,1,15,12,206,1153,150,1,1
"333","303065870089",0,0,0,0,30,7,1,3,7,3,6,0,5,5,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was just adequate for household needs",0,"rural","Zomba Non-City",20,"December",2016,0,0,660121.875,220040.625,9493.4384765625,0,0,9493.4384765625,-15.471926,35.227714,2,14,12,206,1153,150,1,0
"334","303065870094",0,0,0,0,128,7,0,2,5,6,7,0,2,3,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,"rural","Zomba Non-City",23,"December",2016,1,1,599658.6875,74957.3359375,6170.7353515625,6170.7353515625,0,0,-15.471926,35.227714,2,14,12,206,1153,150,1,1
"335","303065870099",0,0,0,0,28,7,0,1,5,1,5,0,4,0,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,"rural","Zomba Non-City",21,"December",2016,1,1,154529.984375,77264.9921875,0,0,0,0,-15.471926,35.227714,2,14,12,206,1153,150,1,1
"336","303065870109",0,0,0,0,123,4,0,2,4,2,7,0,0,0,5,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,"rural","Zomba Non-City",22,"December",2016,1,1,455647.40625,65092.48828125,2278.42529296875,0,0,2278.42529296875,-15.471926,35.227714,2,14,12,206,1153,150,1,1
